currency,horizon,model,rmse,mae,mape,da,type,config,news,prompt,n_windows
USDIDR,1,mistral-7b,126.95955136962652,86.42994583984388,0.5245901358653551,61.904761904761905,llm,news_only,True,tsfl_zero,30.0
USDIDR,1,mistral-7b,112.83007781492049,74.89416445312546,0.45495692140648447,71.42857142857143,llm,prompt_only,False,tsfl_few,30.0
USDIDR,1,mistral-7b,124.95452764707547,87.81225762369826,0.5329001675517755,71.42857142857143,llm,full_model,True,tsfl_few,30.0
USDIDR,5,mistral-7b,215.44251608287846,150.99948093489573,0.9176490099251277,53.5,llm,baseline_llm,False,tsfl_zero,30.0
USDIDR,5,mistral-7b,199.2209047916328,141.85829643815086,0.861372753236506,56.44444444444444,llm,news_only,True,tsfl_zero,30.0
USDIDR,5,mistral-7b,198.57758455338205,140.706669748698,0.8545693135994813,47.22222222222222,llm,prompt_only,False,tsfl_few,30.0
USDIDR,5,mistral-7b,196.89506470035477,139.6400993483073,0.8474404677582115,50.38888888888889,llm,full_model,True,tsfl_few,30.0
USDIDR,10,mistral-7b,305.1856107890074,213.17051626204432,1.2948210473558983,50.68650793650794,llm,baseline_llm,False,tsfl_zero,30.0
USDIDR,10,mistral-7b,258.9079989388452,185.8247126025391,1.1290175379854777,51.257936507936506,llm,news_only,True,tsfl_zero,30.0
USDIDR,10,mistral-7b,233.1101960382381,154.86045559570317,0.9391085151722055,52.12301587301587,llm,prompt_only,False,tsfl_few,30.0
USDIDR,10,mistral-7b,227.6500233083178,152.35972775585935,0.9247298263127038,57.170634920634924,llm,full_model,True,tsfl_few,30.0
USDEUR,1,mistral-7b,0.014349356411411395,0.010150475930372866,1.1845635582520098,47.61904761904762,llm,baseline_llm,False,tsfl_zero,30.0
USDEUR,1,mistral-7b,0.010738759357077562,0.007891547395189592,0.9231666944998922,57.142857142857146,llm,news_only,True,tsfl_zero,30.0
USDEUR,1,mistral-7b,0.010268974576124383,0.007351734277009966,0.8591286641014556,47.61904761904762,llm,prompt_only,False,tsfl_few,30.0
USDEUR,1,mistral-7b,0.008171340221157754,0.0058310967642068775,0.681093734876185,52.38095238095238,llm,full_model,True,tsfl_few,30.0
USDEUR,5,mistral-7b,0.011917790507167467,0.009256453922152526,1.0798638085042114,47.55555555555556,llm,baseline_llm,False,tsfl_zero,30.0
USDEUR,5,mistral-7b,0.011130228672198985,0.008850297331571578,1.0319769964640855,53.49999999999999,llm,news_only,True,tsfl_zero,30.0
USDEUR,5,mistral-7b,0.012192101722040072,0.00988851089616617,1.153931605633952,49.94444444444445,llm,prompt_only,False,tsfl_few,30.0
USDEUR,5,mistral-7b,0.011057500527184997,0.00874371469795704,1.019807563047293,57.94444444444445,llm,full_model,True,tsfl_few,30.0
USDEUR,10,mistral-7b,0.014757705110801341,0.011635302103141945,1.3568876214986596,52.55952380952382,llm,baseline_llm,False,tsfl_zero,30.0
USDEUR,10,mistral-7b,0.015049108326914702,0.011561175712108615,1.3499218100518273,51.01190476190475,llm,news_only,True,tsfl_zero,30.0
USDEUR,10,mistral-7b,0.014015871686631862,0.010776299153904125,1.2565431922204604,51.42857142857143,llm,prompt_only,False,tsfl_few,30.0
USDEUR,10,mistral-7b,0.012625441273782885,0.009814176811496418,1.1442402322205407,50.3968253968254,llm,full_model,True,tsfl_few,30.0
